gender,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,Contract,PaymentMethod,TotalCharges,Churn
Female,Yes,No,13,No,No phone service,DSL,No,No,Yes,No,Yes,Month-to-month,Bank transfer (automatic),633.4,Yes
Female,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,Electronic check,321.65,Yes
Female,Yes,Yes,54,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),4965,No
Male,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),6151.9,No
Male,No,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Month-to-month,Electronic check,1253.9,Yes
Male,No,No,1,No,No phone service,DSL,No,No,No,No,No,Month-to-month,Electronic check,25.15,Yes
Male,No,No,1,Yes,No,DSL,No,No,No,No,No,Month-to-month,Electronic check,45.2,No
Female,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,One year,Electronic check,5893.15,Yes
Male,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,Yes,No,No,Two year,Credit card (automatic),5420.65,No
Female,No,No,48,Yes,No,DSL,Yes,Yes,No,No,No,Two year,Credit card (automatic),2627.35,No
Female,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,One year,Credit card (automatic),5037.55,Yes
Female,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,Yes,No,Month-to-month,Electronic check,743.75,No
Male,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Mailed check,6589.6,No
Male,No,No,2,Yes,No,DSL,Yes,No,No,No,No,Month-to-month,Electronic check,92.45,Yes
Male,Yes,No,67,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,One year,Credit card (automatic),6733.15,No
Male,Yes,Yes,34,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Month-to-month,Bank transfer (automatic),3410,No
Female,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Electronic check,199.85,No
Female,Yes,Yes,9,Yes,No,DSL,No,Yes,No,Yes,Yes,One year,Mailed check,593.3,No
Male,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,One year,Bank transfer (automatic),7288.4,No
Male,No,No,57,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Two year,Credit card (automatic),5229.8,No
Male,No,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),4464.8,No
Female,Yes,Yes,48,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Month-to-month,Electronic check,5068.05,No
Male,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,401.85,No
Male,Yes,Yes,43,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,One year,Credit card (automatic),4451.85,No
Female,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),6688.95,No
Male,Yes,Yes,35,Yes,Yes,DSL,No,No,No,Yes,Yes,One year,Bank transfer (automatic),2661.1,No
Male,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,73.05,No
Female,Yes,Yes,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,1211.65,No
Female,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Two year,Bank transfer (automatic),7030.65,No
Male,Yes,Yes,11,Yes,No,Fiber optic,No,No,No,No,Yes,Month-to-month,Electronic check,1020.2,No
Male,Yes,Yes,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),5597.65,No
Female,No,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Month-to-month,Bank transfer (automatic),6223.3,No
Female,No,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),1024.65,No
Female,No,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Month-to-month,Credit card (automatic),2933.2,Yes
Female,Yes,No,15,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Month-to-month,Electronic check,1258.3,Yes
Female,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Electronic check,82.9,No
Female,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,One year,Credit card (automatic),7789.6,No
Female,Yes,No,26,Yes,No,Fiber optic,No,No,Yes,No,Yes,Month-to-month,Credit card (automatic),2067,No
Female,Yes,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Month-to-month,Bank transfer (automatic),3452.55,No
Female,No,No,57,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,One year,Electronic check,5468.95,No
Male,Yes,Yes,28,Yes,Yes,DSL,No,Yes,No,No,No,Month-to-month,Electronic check,1802.15,No
Female,Yes,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,733.55,No
Female,Yes,No,47,Yes,No,DSL,Yes,No,Yes,No,Yes,One year,Credit card (automatic),3021.45,No
Female,Yes,Yes,57,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Month-to-month,Bank transfer (automatic),3687.85,No
Male,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,Credit card (automatic),1391.15,No
Male,No,No,5,Yes,No,DSL,Yes,No,Yes,No,No,Month-to-month,Mailed check,274.35,No
Male,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Bank transfer (automatic),1214.05,Yes
Female,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,One year,Bank transfer (automatic),5510.65,Yes
Male,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),1322.85,No
Female,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,Electronic check,1973.75,Yes
Female,Yes,Yes,48,No,No phone service,DSL,Yes,No,Yes,No,No,One year,Credit card (automatic),2196.3,No
Female,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),7843.55,No
Female,No,No,30,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Month-to-month,Bank transfer (automatic),3211.9,No
Female,Yes,No,3,Yes,No,DSL,No,No,No,No,No,Month-to-month,Mailed check,130.15,No
Female,No,No,14,No,No phone service,DSL,Yes,No,Yes,Yes,No,Two year,Mailed check,692.35,No
Female,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),85.5,No
Female,Yes,Yes,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Two year,Credit card (automatic),6849.4,No
Male,Yes,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,203.95,No
Male,Yes,Yes,61,No,No phone service,DSL,Yes,No,Yes,No,No,Month-to-month,Bank transfer (automatic),2117.2,No
Male,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Two year,Bank transfer (automatic),6565.85,No
Female,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,Electronic check,424.75,No
Female,No,No,49,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Two year,Bank transfer (automatic),3306.85,No
Male,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),168.9,No
Male,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Electronic check,253.8,No
Male,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,197.4,No
Male,Yes,Yes,67,Yes,No,DSL,Yes,Yes,No,No,No,Two year,Bank transfer (automatic),3838.2,No
Male,No,No,46,Yes,No,DSL,No,No,No,No,No,Month-to-month,Credit card (automatic),2065.15,No
Female,Yes,No,67,Yes,Yes,DSL,Yes,Yes,Yes,No,No,One year,Mailed check,5064.45,No
Female,Yes,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Electronic check,1140.05,No
Male,Yes,No,33,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Month-to-month,Bank transfer (automatic),2447.45,No
Male,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),1263.9,No
Female,No,Yes,1,Yes,No,DSL,No,No,No,No,No,Month-to-month,Mailed check,45.95,Yes
Male,Yes,Yes,49,No,No phone service,DSL,Yes,No,No,No,No,Month-to-month,Electronic check,1838.15,No
Male,No,No,1,Yes,No,DSL,No,No,No,No,No,Month-to-month,Electronic check,44.75,No
Male,Yes,No,14,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Month-to-month,Electronic check,1185,No
Male,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Month-to-month,Bank transfer (automatic),1743.9,No
Female,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Electronic check,70.15,Yes
Female,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,Month-to-month,Credit card (automatic),85.55,Yes
Female,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),8529.5,No
Male,No,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Two year,Credit card (automatic),6549.45,No
Male,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),7806.5,No
Female,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Electronic check,25.7,No
Male,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),6287.3,No
Female,Yes,Yes,66,Yes,No,DSL,No,No,No,Yes,No,One year,Credit card (automatic),3251.85,No
Male,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,50.6,No
Female,Yes,No,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),7904.25,No
Male,No,No,11,Yes,No,DSL,No,Yes,No,No,Yes,One year,Electronic check,729.95,No
Male,No,Yes,47,Yes,No,DSL,Yes,Yes,No,No,No,Month-to-month,Electronic check,2654.05,No
Female,Yes,No,35,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Electronic check,2416.55,Yes
Male,Yes,No,32,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Month-to-month,Bank transfer (automatic),3520.75,Yes
Male,Yes,Yes,60,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Month-to-month,Bank transfer (automatic),5969.95,No
Male,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,226.8,No
Female,No,No,29,No,No phone service,DSL,Yes,Yes,No,Yes,No,One year,Credit card (automatic),1082.75,No
Male,Yes,Yes,21,No,No phone service,DSL,No,No,No,No,No,Month-to-month,Electronic check,565.75,No
Male,Yes,No,48,Yes,Yes,Fiber optic,No,No,Yes,No,No,Month-to-month,Credit card (automatic),4370.75,No
Female,No,Yes,3,No,No phone service,DSL,No,Yes,No,No,No,Month-to-month,Mailed check,90.05,No
Female,Yes,Yes,43,Yes,No,DSL,No,Yes,No,No,No,Month-to-month,Mailed check,2169.4,No
Male,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Month-to-month,Electronic check,550.6,No
Female,No,No,1,Yes,No,DSL,No,No,No,No,No,Month-to-month,Electronic check,55.45,No
Male,Yes,Yes,71,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,One year,Electronic check,6300.85,No
Female,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Electronic check,160.05,No
Male,No,No,8,Yes,Yes,DSL,No,No,No,No,Yes,Month-to-month,Electronic check,436.6,No
Male,No,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Month-to-month,Credit card (automatic),1781.35,No
Female,Yes,Yes,33,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,One year,Mailed check,3467,Yes
Male,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,No,No,One year,Credit card (automatic),5552.5,No
Female,Yes,No,31,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,One year,Electronic check,2835.5,No
Female,Yes,No,38,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,One year,Credit card (automatic),3591.25,No
Male,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Month-to-month,Electronic check,88.35,Yes
Female,Yes,Yes,2,No,No phone service,DSL,No,Yes,No,No,No,Month-to-month,Mailed check,63.75,No
Female,Yes,No,12,No,No phone service,DSL,No,No,Yes,No,Yes,Month-to-month,Bank transfer (automatic),617.15,No
Female,No,Yes,9,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Month-to-month,Bank transfer (automatic),870.25,No
Male,No,Yes,11,Yes,No,DSL,No,Yes,No,Yes,No,Month-to-month,Electronic check,601.25,No
Male,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,111.65,No
Female,Yes,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,One year,Bank transfer (automatic),6046.1,No
Female,Yes,Yes,42,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,One year,Credit card (automatic),3923.8,No
Female,Yes,Yes,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Month-to-month,Electronic check,777.3,Yes
Female,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,Month-to-month,Electronic check,512.45,Yes
Female,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Electronic check,141.45,Yes
Female,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,892.15,No
Male,Yes,Yes,28,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,One year,Credit card (automatic),1682.05,No
Female,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Electronic check,3398.9,No
Male,No,Yes,60,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Two year,Electronic check,4984.85,No
Female,Yes,No,42,No,No phone service,DSL,No,Yes,No,Yes,No,One year,Mailed check,1445.3,Yes
Male,Yes,Yes,7,No,No phone service,DSL,Yes,No,Yes,Yes,No,Two year,Credit card (automatic),305.55,No
Female,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),507.9,No
Female,Yes,Yes,40,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,Credit card (automatic),3640.45,Yes
Male,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,One year,Bank transfer (automatic),2673.45,No
Male,No,No,10,No,No phone service,DSL,No,Yes,No,Yes,No,Month-to-month,Electronic check,389.8,No
Female,No,No,27,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Month-to-month,Bank transfer (automatic),2401.05,No
Female,No,No,11,Yes,No,DSL,No,No,Yes,Yes,No,One year,Bank transfer (automatic),651.55,No
Male,Yes,Yes,4,No,No phone service,DSL,Yes,No,No,No,Yes,Month-to-month,Credit card (automatic),156.1,No
Male,No,No,68,No,No phone service,DSL,No,No,Yes,No,No,Month-to-month,Bank transfer (automatic),2796.35,No
Male,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Electronic check,70.05,No
Female,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,407.05,No
Female,No,No,57,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Two year,Bank transfer (automatic),6465,Yes
Male,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Electronic check,511.25,No
Female,Yes,No,17,No,No phone service,DSL,No,Yes,Yes,No,No,Month-to-month,Credit card (automatic),646.05,No
Male,No,No,1,No,No phone service,DSL,No,No,No,No,No,Month-to-month,Electronic check,35.9,Yes
Male,No,Yes,38,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Month-to-month,Bank transfer (automatic),3777.15,Yes
Male,Yes,No,59,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,One year,Credit card (automatic),4903.15,No
Male,No,No,30,Yes,No,DSL,Yes,No,Yes,No,No,Two year,Mailed check,1653.85,No
Male,No,No,2,No,No phone service,DSL,No,No,No,No,No,Month-to-month,Mailed check,47.5,Yes
Female,Yes,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Electronic check,1306.3,No
Male,No,No,9,No,No phone service,DSL,Yes,No,Yes,Yes,No,One year,Mailed check,463.6,No
Female,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,60.65,No
Female,No,Yes,14,Yes,No,DSL,No,No,Yes,No,Yes,Month-to-month,Credit card (automatic),824.85,No
Female,No,No,31,Yes,No,Fiber optic,Yes,No,No,No,No,Month-to-month,Credit card (automatic),2094.65,No
Female,No,No,7,Yes,No,DSL,Yes,Yes,Yes,No,No,Month-to-month,Electronic check,438.9,No
Female,No,No,8,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Month-to-month,Bank transfer (automatic),847.3,Yes
Male,Yes,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),329.75,No
Male,Yes,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),674.55,No
Female,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,Month-to-month,Mailed check,162.55,No
Male,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,Electronic check,546.95,Yes
Female,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Two year,Credit card (automatic),7887.25,No
Female,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Month-to-month,Electronic check,3186.65,Yes
Female,Yes,Yes,27,Yes,No,Fiber optic,Yes,No,No,No,No,Month-to-month,Mailed check,1972.35,No
Female,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Month-to-month,Credit card (automatic),1527.35,Yes
Male,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,Month-to-month,Electronic check,490.55,No
Female,No,No,14,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Month-to-month,Electronic check,1531.4,Yes
Male,Yes,Yes,11,Yes,No,DSL,No,No,Yes,No,Yes,Month-to-month,Bank transfer (automatic),683.25,No
Female,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Two year,Bank transfer (automatic),8058.85,No
Male,Yes,Yes,28,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,One year,Electronic check,2847.4,Yes
Male,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Credit card (automatic),1133.9,Yes
Female,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Electronic check,294.45,No
Female,No,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Electronic check,1719.15,No
Female,No,No,5,Yes,No,Fiber optic,No,Yes,No,Yes,No,Month-to-month,Electronic check,461.7,Yes
Male,Yes,Yes,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,1160.45,No
Male,Yes,No,57,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,One year,Electronic check,5199.8,No
Male,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Two year,Credit card (automatic),5163.3,No
Male,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),162.3,No
Female,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,883.35,No
Female,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),1341.5,No
Male,No,Yes,1,Yes,No,DSL,Yes,Yes,No,Yes,No,Month-to-month,Bank transfer (automatic),70.45,No
Male,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Bank transfer (automatic),659.45,No
Female,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Electronic check,77.15,Yes
Male,No,No,1,No,No phone service,DSL,No,No,No,No,No,Month-to-month,Bank transfer (automatic),35.25,Yes
Male,Yes,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,1205.05,No
Male,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,One year,Electronic check,4917.9,No
Male,Yes,No,4,No,No phone service,DSL,No,Yes,No,No,Yes,Month-to-month,Electronic check,201,Yes
Female,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,599.3,No
